"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"816","RT @JamesMelville: Man of the people? #paradisepapers https://t.co/1mh7knru08",FALSE,0,NA,2017-11-08 10:02:28,FALSE,NA,"928201044605243392",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kalfinn",1451,TRUE,FALSE,NA,NA
"817","RT @DerbyChrisW: Ahh tax avoidance... isn't that just the sign of a normal, healthy society? #ParadisePapers https://t.co/3QDFRIBkVa",FALSE,0,NA,2017-11-08 10:02:28,FALSE,NA,"928201043623710720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndrewAOJN",255,TRUE,FALSE,NA,NA
"818","RT @ph11: Quand les cigales sont en colère parce que la fourmi agit en dehors de leur contrôle… #ParadisePapers",FALSE,0,NA,2017-11-08 10:02:28,FALSE,NA,"928201043481186305",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chris_Hgl",7,TRUE,FALSE,NA,NA
"819","RT @a13x____: <U+039A>a<U+03B9> t<U+03CE><U+03C1>a f<U+03AF><U+03BB>e<U+03C2> µ<U+03BF><U+03C5> <U+03B8>a sa<U+03C2> de<U+03AF><U+03BE><U+03C9> p<U+03C9><U+03C2> <U+03BD>a <U+03BA>a<U+03B8>a<U+03C1><U+03AF>sete <U+03C7><U+03C1><U+03AE>µa se e<U+03BE><U+03C9>t<U+03B9><U+03BA><U+03AC> <U+03BD><U+03B7>s<U+03B9><U+03AC> 
#ParadisePapers 
#mareva_gate https://t.co/A4cESNK5…",FALSE,0,NA,2017-11-08 10:02:28,FALSE,NA,"928201043221106689",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kakomyrios",1,TRUE,FALSE,NA,NA
"820","RT @cashinvestigati: #cashinvestigation #ParadisePapers le coût de l'évasion fiscale https://t.co/j0x5RcCfEL",FALSE,0,NA,2017-11-08 10:02:26,FALSE,NA,"928201032814952448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","enaria3",567,TRUE,FALSE,NA,NA
"821","RT @DerbyChrisW: Ahh tax avoidance... isn't that just the sign of a normal, healthy society? #ParadisePapers https://t.co/3QDFRIBkVa",FALSE,0,NA,2017-11-08 10:02:25,FALSE,NA,"928201030487207938",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","she28868881",255,TRUE,FALSE,NA,NA
"822","RT @phonandroid: #ParadisePapers : #Apple et #Google ont raison de cacher leurs milliards selon un sénateur, car "" l’Etat les gaspille ""
ht…",FALSE,0,NA,2017-11-08 10:02:25,FALSE,NA,"928201029614755840",NA,"<a href=""http://mvilla.it/fenix"" rel=""nofollow"">Fenix 2</a>","NeoXyzX",1,TRUE,FALSE,NA,NA
"823","RT @humanite_fr: #ParadisePapers : les paradis de la honte https://t.co/ZH1H9YX5iF #EvasionFiscale https://t.co/61Tk5gPgYq",FALSE,0,NA,2017-11-08 10:02:23,FALSE,NA,"928201021653954565",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","quaichurchill",7,TRUE,FALSE,NA,NA
"824","RT @France2tv: Si Twitter c'est maintenant #280characters, #ParadisePapers c'est 13,5 millions de documents analysés et des révélations sur…",FALSE,0,NA,2017-11-08 10:02:21,FALSE,NA,"928201014578176001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pvalsfr",50,TRUE,FALSE,NA,NA
"825","RT @perfilcom: #ParadisePapers | Aranguren: su paso por una offshore de Shell a la que el Estado le compró gasoil por US$ 150 M https://t.c…",FALSE,0,NA,2017-11-08 10:02:21,FALSE,NA,"928201012552306688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Eugeniososa",152,TRUE,FALSE,NA,NA
"826","RT @perfilcom: Todas las revelaciones de los #ParadisePapers, las encontrás ACÁ 
<U+279C> https://t.co/vgGjyzbKFo https://t.co/Koy7PvZFSW",FALSE,0,NA,2017-11-08 10:02:19,FALSE,NA,"928201006667698176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rindart",4,TRUE,FALSE,NA,NA
"827","RT @ZaakJustitie: HOE LEG JE DIT UIT AAN DE MENSEN? Belgische staat duikt zelf op in #ParadisePapers ... op postbusadres van spil in wereld…",FALSE,0,NA,2017-11-08 10:02:19,FALSE,NA,"928201004591583232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MinvanAgitatie",89,TRUE,FALSE,NA,NA
"828","RT @rnerrionstreet: Ireland do not have issues with tax evasion as the consequences are so severe -Taoiseach Leo Varadkar #ParadisePapers #…",FALSE,0,NA,2017-11-08 10:02:18,FALSE,NA,"928201002439905281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DisparatePost",25,TRUE,FALSE,NA,NA
"829","RT @Monty_Brogan69: Les riches quand ils doivent passer à la caisse.

#ParadisePapers
#cashinvestigation https://t.co/eUsTvTdJmk",FALSE,0,NA,2017-11-08 10:02:17,FALSE,NA,"928200998186835968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Benmet1",370,TRUE,FALSE,NA,NA
"830","RT @GLove39: Siri, show me a visual metaphor for tax avoidance
#ParadisePapers https://t.co/wVdSy7QtMZ",FALSE,0,NA,2017-11-08 10:02:16,FALSE,NA,"928200991018831872",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","zuhausebeineil",44979,TRUE,FALSE,NA,NA
"831","RT @KOPRITHS: <U+039A><U+0391>T<U+0391><U+03A1><U+0395>S <U+039A><U+039F><U+03A5><U+0392><U+0395><U+039D><U+03A4><U+0395>S!
#mareva_gate
#ParadisePapers https://t.co/pdxNLAqOg2",FALSE,0,NA,2017-11-08 10:02:16,FALSE,NA,"928200991010377728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","prwtofanis",37,TRUE,FALSE,NA,NA
"832","RT @johnmcdonnellMP: 24 hours later and we've heard nothing from the PM or the Chancellor on the #ParadisePapers. This decaying Government…",FALSE,0,NA,2017-11-08 10:02:15,FALSE,NA,"928200989420740608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","magentawolf",1593,TRUE,FALSE,NA,NA
"833","RT @b_obermayer: My boss wrote an angry open letter to Apple boss Tim Cook - and you really should read this. Really. #ParadisePapers https…",FALSE,0,NA,2017-11-08 10:02:14,FALSE,NA,"928200986002370562",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","szescstopni",118,TRUE,FALSE,NA,NA
"834","RT @Lionel_Mechoui: Si vous n’avez rien compris aux #ParadisePapers voici une explication vidéo. https://t.co/eApdJ14fRK",FALSE,0,NA,2017-11-08 10:02:14,FALSE,NA,"928200985947856896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bibdoc",4763,TRUE,FALSE,NA,NA
"835","RT @Lionel_Mechoui: Si vous n’avez rien compris aux #ParadisePapers voici une explication vidéo. https://t.co/eApdJ14fRK",FALSE,0,NA,2017-11-08 10:02:14,FALSE,NA,"928200984177897472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tanguygiran",4763,TRUE,FALSE,NA,NA
"836","RT @Monty_Brogan69: Les riches quand ils doivent passer à la caisse.

#ParadisePapers
#cashinvestigation https://t.co/eUsTvTdJmk",FALSE,0,NA,2017-11-08 10:02:14,FALSE,NA,"928200982659502085",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FeeClochettes",370,TRUE,FALSE,NA,NA
"837","RT @markpalexander: Labour and the EU are right on this. Labour are Wrong on Brexit. #ParadisePapers #FinalSay #Remain #Labour https://t.co…",FALSE,0,NA,2017-11-08 10:02:13,FALSE,NA,"928200981468377088",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","asymetricjockey",4,TRUE,FALSE,NA,NA
"838","RT @halconada: #ParadisePapers: Aranguren fue director de dos offshore de Shell; años después, una de ellas ganó 13 licitaciones: https://t…",FALSE,0,NA,2017-11-08 10:02:13,FALSE,NA,"928200980075892736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RipkeFernando",1119,TRUE,FALSE,NA,NA
"839","RT @atulkshah: When we dig into #ParadisePapers we discover that the science of accounting &amp; finance taught in business schools today is pa…",FALSE,0,NA,2017-11-08 10:02:12,FALSE,NA,"928200977492205569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fourwheelsbad69",8,TRUE,FALSE,NA,NA
"840","Paradise Papers show Prince Charles is guilty of conflict of interest, profiting from his position. #ParadisePapers https://t.co/l7685ddqE6",FALSE,0,NA,2017-11-08 10:02:11,FALSE,NA,"928200971943055360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hague_louise",0,FALSE,FALSE,NA,NA
"841","RT @AtariFrosch: Immer wenn ein Nazi sagt, die Flüchtlinge kosteten unser Geld, fällt ein Milliardär lachend vom Stuhl. #ParadisePapers",FALSE,0,NA,2017-11-08 10:02:10,FALSE,NA,"928200968688275456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","finckendorff",151,TRUE,FALSE,NA,NA
"842","RT @cwcm_20: Missed #wakeuptomoney? Catch it here: https://t.co/tED60p8nwW featuring SSE/Npower merger talks, M&amp;S, #ParadisePapers and Indi…",FALSE,0,NA,2017-11-08 10:02:08,FALSE,NA,"928200961167974400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","collettasmith",1,TRUE,FALSE,NA,NA
"843","RT @SpDapergolas: <U+0395><U+03C8>a<U+03BE>a <U+03BB>ept<U+03BF>µe<U+03C1><U+03CE><U+03C2> t<U+03B7><U+03BD> <U+03BB><U+03AF>sta #ParadisePapers <U+03BA>a<U+03B9> µe a<U+03BD>a<U+03BA><U+03BF><U+03CD>f<U+03B9>s<U+03B7> µp<U+03BF><U+03C1><U+03CE> <U+03BD>a sa<U+03C2> p<U+03C9> <U+03CC>t<U+03B9> de<U+03BD> <U+03C5>p<U+03AC><U+03C1><U+03C7>e<U+03B9> <U+03BA>a<U+03BD><U+03AD><U+03BD>a µ<U+03AD><U+03BB><U+03BF><U+03C2> t<U+03BF><U+03C5> <U+03A1><U+03BF><U+03C5>ß<U+03AF><U+03BA><U+03C9><U+03BD>a <U+03AE>…",FALSE,0,NA,2017-11-08 10:02:08,FALSE,NA,"928200959532167168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","St3llaEntelos",27,TRUE,FALSE,NA,NA
"844","RT @UKLabour: This is the shocking truth about the #ParadisePapers the Tories don’t want you to know. Share this <U+2193> https://t.co/DViOEqLqPP",FALSE,0,NA,2017-11-08 10:02:06,FALSE,NA,"928200951499980806",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bm_1967",1138,TRUE,FALSE,NA,NA
"845","RT @GLove39: Siri, show me a visual metaphor for tax avoidance
#ParadisePapers https://t.co/wVdSy7QtMZ",FALSE,0,NA,2017-11-08 10:02:04,FALSE,NA,"928200942511538182",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aisaikamasa",44979,TRUE,FALSE,NA,NA
"846","RT @ierrejon: 600 españoles en la lista de la vergüenza.
600 españoles que defraudan a su patria.
#ParadisePapers https://t.co/IEhBJZy339",FALSE,0,NA,2017-11-08 10:02:04,FALSE,NA,"928200942155108353",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","olordelluvia",842,TRUE,FALSE,NA,NA
"847","RT @lemondefr: #ParadisePapers | Les trusts, outil de dissimulation privilégié des plus grandes fortunes mondiales https://t.co/ewxXSGe3xu…",FALSE,0,NA,2017-11-08 10:02:03,FALSE,NA,"928200937310773248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","picapela",16,TRUE,FALSE,NA,NA
"848","#ParadisePapers.<U+041F><U+0440><U+0438><U+044F><U+0442><U+0435><U+043B><U+044C> #<U+042F><U+043D><U+0443><U+043A><U+043E><U+0432><U+0438><U+0447><U+0430> <U+043F><U+0440><U+044F><U+0447><U+0435><U+0442> <U+044F><U+0445><U+0442><U+0443> <U+0437><U+0430> 13 <U+043C><U+043B><U+043D>.<U+0432> <U+043D><U+0430><U+043B><U+043E><U+0433><U+043E><U+0432><U+043E><U+043C> <U+0440><U+0430><U+044E>.<U+0420><U+0430><U+0441><U+0441><U+043B><U+0435><U+0434><U+043E><U+0432><U+0430><U+043D><U+0438><U+0435> @OCCRP&amp; @Slidstvo… https://t.co/aQgOloSpxs",FALSE,1,NA,2017-11-08 10:02:01,TRUE,NA,"928200930213945344",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","gijnRu",0,FALSE,FALSE,NA,NA
"849","#Ruissellement #PremiersDeCordée et #ParadisePapers https://t.co/9SVnTTPSTP",FALSE,0,NA,2017-11-08 10:01:58,FALSE,NA,"928200917303922688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DamienBaldy",0,FALSE,FALSE,NA,NA
"850","RT @GLove39: Siri, show me a visual metaphor for tax avoidance
#ParadisePapers https://t.co/wVdSy7QtMZ",FALSE,0,NA,2017-11-08 10:01:57,FALSE,NA,"928200913591963648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alejandroski0",44979,TRUE,FALSE,NA,NA
"851","The latest Fédé INSEEC, LE Journal! https://t.co/sclvT8yGjz #paradisepapers #bestintravel",FALSE,0,NA,2017-11-08 10:01:57,FALSE,NA,"928200913101221888",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","FedeINSEEC",0,FALSE,FALSE,NA,NA
"852","RT @rglucks1: Les pourfendeurs habituels des fraudes au RSA ou au chômage sont bien silencieux ou mesurés sur les #ParadisePapers et la fra…",FALSE,0,NA,2017-11-08 10:01:56,FALSE,NA,"928200907929608193",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Biscalex",966,TRUE,FALSE,NA,NA
"853","RT @France2tv: Si Twitter c'est maintenant #280characters, #ParadisePapers c'est 13,5 millions de documents analysés et des révélations sur…",FALSE,0,NA,2017-11-08 10:01:56,FALSE,NA,"928200907052941312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EtienneLunaire",50,TRUE,FALSE,NA,NA
"854","RT @NTM_FN: C'est marrant mais les responsables politiques préfèrent souvent parler de la fraude sociale. Et les #ParadisePapers ? #CashInv…",FALSE,0,NA,2017-11-08 10:01:56,FALSE,NA,"928200907015311360",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","huxleydoors",115,TRUE,FALSE,NA,NA
"855","The latest Le Quotidien du Grand Tourmalet! https://t.co/tiYSNhOBt9 #paradisepapers #lot",FALSE,0,NA,2017-11-08 10:01:55,FALSE,NA,"928200904511311872",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","asalbares",0,FALSE,FALSE,NA,NA
"856","a gentle poke in the eye from modern monetary theory...
#mmt #debt #auspol #ParadisePapers https://t.co/iLMoS8yocg",FALSE,0,NA,2017-11-08 10:01:55,FALSE,NA,"928200904184012806",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Michtull",0,FALSE,FALSE,NA,NA
"857","RT @Poder360: Saiba como foi feita a série de reportagens investigativas Paradise Papers. https://t.co/oLSRyYPH0E #ParadisePapers https://t…",FALSE,0,NA,2017-11-08 10:01:54,FALSE,NA,"928200899914321921",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","___DENISE___EU_",5,TRUE,FALSE,NA,NA
"858","RT @JamesMelville: Man of the people? #paradisepapers https://t.co/1mh7knru08",FALSE,0,NA,2017-11-08 10:01:54,FALSE,NA,"928200898597347328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","docsafeuk",1451,TRUE,FALSE,NA,NA
"859","RT @RTUKnews: ""Sort it out!"" Dennis Skinner<U+200B> slams @Conservatives<U+200B> over tax avoidance at an urgent question on #ParadisePapers at @HouseofC…",FALSE,0,NA,2017-11-08 10:01:54,FALSE,NA,"928200898580549632",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","IsfreeJane",161,TRUE,FALSE,NA,NA
"860","RT @Der_Postillon: Rufschädigung: Millionär verklagt SZ, weil er nicht in den Paradise Papers erwähnt wird 
#ParadisePapers 
https://t.co/c…",FALSE,0,NA,2017-11-08 10:01:53,FALSE,NA,"928200898261663744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The_True_Titan",144,TRUE,FALSE,NA,NA
"861","RT @VDEBUISSON: #AskIsabelle: Apple et les #ParadisePapers https://t.co/eDegleW9YL",FALSE,0,NA,2017-11-08 10:01:53,FALSE,NA,"928200897028599808",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ThierryRouby",2,TRUE,FALSE,NA,NA
"862","RT @DerbyChrisW: Ahh tax avoidance... isn't that just the sign of a normal, healthy society? #ParadisePapers https://t.co/3QDFRIBkVa",FALSE,0,NA,2017-11-08 10:01:53,FALSE,NA,"928200896940527618",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SachiKnight",255,TRUE,FALSE,NA,NA
"863","RT @halconada: #ParadisePapers: Alan Faena, centro de una trama de sociedades y cuentas bancarias en paraísos fiscales: https://t.co/tBX38p…",FALSE,0,NA,2017-11-08 10:01:52,FALSE,NA,"928200890456055809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","patricia_longo",244,TRUE,FALSE,NA,NA
"864","#ParadisePapers : révélations sur les six paradis fiscaux de Bernard Arnault https://t.co/u2UdWR7dWN",FALSE,1,NA,2017-11-08 10:01:51,FALSE,NA,"928200887218196480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","szadkowski_m",7,FALSE,FALSE,NA,NA
"865","RT @toooldforit: Tax avoidance is only legal because people who do it make the laws.
#ParadisePapers",FALSE,0,NA,2017-11-08 10:01:46,FALSE,NA,"928200866653405184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JohnHoward46",163,TRUE,FALSE,NA,NA
"866","@Naomi_Fowler In light of #ParadisePapers, time to listen again to this #TaxcastExtra, an interview with… https://t.co/FXA5iK6b0h",FALSE,0,"Naomi_Fowler",2017-11-08 10:01:46,TRUE,"928198258903613440","928200865877561345","110237893","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheTaxcast",1,FALSE,FALSE,NA,NA
"867","RT @g_akis: T<U+03AD>µa ""<U+039C>a<U+03C1><U+03AD>ßa, #ParadisePapers "" de<U+03BD> <U+03C5>p<U+03AC><U+03C1><U+03C7>e<U+03B9>, <U+03CC>p<U+03C9><U+03C2> de<U+03BD> <U+03C5>p<U+03AE><U+03C1><U+03C7>e <U+03BA>a<U+03B9> <U+03B8><U+03AD>µa <U+03A0>apasta<U+03CD><U+03C1><U+03BF><U+03C5>. <U+03A5>p<U+03AC><U+03C1><U+03C7>e<U+03B9> <U+03CC>µ<U+03C9><U+03C2> <U+03B8><U+03AD>µa ""<U+039D><U+03CC>µ<U+03BF><U+03C2> <U+03A0>a<U+03C1>as<U+03BA>e<U+03C5><U+03CC>p<U+03BF><U+03C5><U+03BB><U+03BF><U+03C5>"", ""…",FALSE,0,NA,2017-11-08 10:01:45,FALSE,NA,"928200862387834881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jerrymoschonas7",17,TRUE,FALSE,NA,NA
"868","RT @ICIJorg: @OCCRP and @MirandaOCCRP breaking new ground in tough media environments w/ #ParadisePapers story from Kazakhstan. https://t.c…",FALSE,0,NA,2017-11-08 10:01:45,FALSE,NA,"928200861733421058",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hallie_Delahaye",10,TRUE,FALSE,NA,NA
"869","RT @sudestada_uy: #Uruguay aparece en #ParadisePapers: AUF y Tenfield cobraron derechos de TV a través de offshore en Seychelles https://t.…",FALSE,0,NA,2017-11-08 10:01:44,FALSE,NA,"928200858206076928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mjabad",28,TRUE,FALSE,NA,NA
"870","RT @b_obermayer: My boss wrote an angry open letter to Apple boss Tim Cook - and you really should read this. Really. #ParadisePapers https…",FALSE,0,NA,2017-11-08 10:01:41,FALSE,NA,"928200847875481600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","noricd",118,TRUE,FALSE,NA,NA
"871","RT @DerbyChrisW: Ahh tax avoidance... isn't that just the sign of a normal, healthy society? #ParadisePapers https://t.co/3QDFRIBkVa",FALSE,0,NA,2017-11-08 10:01:40,FALSE,NA,"928200843379306497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CllrGarethEales",255,TRUE,FALSE,NA,NA
"872","RT @b_obermayer: Probably our single most important story of the #paradisepapers - &amp; the one we put the most work in. And our lawyers https…",FALSE,0,NA,2017-11-08 10:01:39,FALSE,NA,"928200837771485184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tomburgis",350,TRUE,FALSE,NA,NA
"873","RT @rbrooks45: As #ParadisePapers turns to developing countries, current @PrivateEyeNews/@FinUncovered story on ripping off Uganda through…",FALSE,0,NA,2017-11-08 10:01:39,FALSE,NA,"928200836643213317",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FinUncovered",6,TRUE,FALSE,NA,NA
"874","RT @ScotNational: The Queen isn't the only royal implicated by the #ParadisePapers.
https://t.co/zmEyTFWAzz",FALSE,0,NA,2017-11-08 10:01:38,FALSE,NA,"928200834759974913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","unicorncampbell",18,TRUE,FALSE,NA,NA
"875","RT @FrankBullitt39: THE PURE STENCH OF SCANDAL APPARENTLY 
I GIVE YOU THE PRICELESS MR GEORGE OSBORNE <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>
#PanamaPapers #paradisepapers #P…",FALSE,0,NA,2017-11-08 10:01:38,FALSE,NA,"928200833132580864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johnbuzzroll",28,TRUE,FALSE,NA,NA
"876","RT @YourAnonCentral: Russia funded Facebook and Twitter investments through Kushner associate https://t.co/S9HhFvzjaq #ParadisePapers",FALSE,0,NA,2017-11-08 10:01:38,FALSE,NA,"928200832503259136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SRK_Dexter",8,TRUE,FALSE,NA,NA
"877","RT @LondonEconomic: British media refusing to cover #ParadisePapers because most of the avoiders own the newspapers https://t.co/y9nEq7ugUZ",FALSE,0,NA,2017-11-08 10:01:38,FALSE,NA,"928200831979139072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stergio2",598,TRUE,FALSE,NA,NA
"878","RT @Nordpresse: Allégorie de notre système fiscal #ParadisePapers https://t.co/7QwfgqAsMk",FALSE,0,NA,2017-11-08 10:01:37,FALSE,NA,"928200831261904896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zaherinho",570,TRUE,FALSE,NA,NA
"879","RT @SputnikInt: 'Conflict of interest': a call for scrutiny over #PrinceCharles' offshore deal https://t.co/MsHBBykV8Q #ParadisePapers http…",FALSE,0,NA,2017-11-08 10:01:36,FALSE,NA,"928200826547404800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","43a6f0ce5dac4ea",11,TRUE,FALSE,NA,NA
"880","Sich damit zu rechtfertigen, es sei legal, mag ja vielleicht, vor Strafe schützen, aber nicht davor, in der Öffentl… https://t.co/bZjj8zrGmz",FALSE,1,NA,2017-11-08 10:01:36,TRUE,NA,"928200824488161280",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","pavel23",1,FALSE,FALSE,NA,NA
"881","RT @InstitutIRIS: #ParadisePapers : ""On est borderline par rapport à la légalité"" 
Itw @VERNIERBLANCHIM pour @franceinfo https://t.co/u56Wd…",FALSE,0,NA,2017-11-08 10:01:35,FALSE,NA,"928200822546141184",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","regiscamillepaq",4,TRUE,FALSE,NA,NA
"882","#wrightstuff #CSA #brexit #Grenfell #westminstersleaze #paradisepapers  #borispriti  #austerityscam 1.8TRILLION debt #Tories are a disaster",FALSE,1,NA,2017-11-08 10:01:35,FALSE,NA,"928200821522739200",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","jd_leveller",1,FALSE,FALSE,NA,NA
"883","RT @joepbertrams: Wie zijn neus schendt... #ParadisePapers  #TaxAvoidance  #Apple https://t.co/JldHoPz1UZ",FALSE,0,NA,2017-11-08 10:01:35,FALSE,NA,"928200821355044864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BobMaasNL",13,TRUE,FALSE,NA,NA
"884","RT @lemondefr: Shakira habite à Barcelone, réside aux Bahamas et place des millions d’euros à Malte #Abos #ParadisePapers https://t.co/05rE…",FALSE,0,NA,2017-11-08 10:01:35,FALSE,NA,"928200820360990720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SandraR74",278,TRUE,FALSE,NA,NA
"885","RT @DerbyChrisW: Ahh tax avoidance... isn't that just the sign of a normal, healthy society? #ParadisePapers https://t.co/3QDFRIBkVa",FALSE,0,NA,2017-11-08 10:01:34,FALSE,NA,"928200818087612416",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","traceymlee_a",255,TRUE,FALSE,NA,NA
